#Types Before Cut: 34614
#Types After Cut: 9661
#Search Hits: 0
861	13	4.053	бывают
862	13	4.053	пришла
863	51	4.025	совсем
864	15	3.862	ходить
865	27	3.776	разные
866	25	3.735	естественно
867	19	3.711	завтра
868	19	3.711	машина
869	19	3.711	минус
870	19	3.711	спокойно
871	36	3.677	виктор
872	10	3.656	купила
873	10	3.656	маленькие
874	10	3.656	ребята
875	10	3.656	родителей
876	10	3.656	ходят
877	55	3.636	соответственно
878	41	3.550	равно
879	32	3.518	слово
880	30	3.444	е
881	30	3.444	разных
882	7	3.414	всяких
883	7	3.414	думали
884	7	3.414	знаем
885	7	3.414	ка
886	7	3.414	книги
887	7	3.414	лагерь
888	7	3.414	написала
889	7	3.414	носили
890	7	3.414	поговорим
891	7	3.414	пошёл
892	7	3.414	рассказывать
893	7	3.414	русские
894	7	3.414	свет
895	7	3.414	скажу
896	7	3.414	слава
897	7	3.414	страшно
898	7	3.414	судить
899	7	3.414	ушел
900	7	3.414	чувак
901	12	3.380	ан
902	12	3.380	жил
903	12	3.380	машине
904	12	3.380	ушли
905	12	3.380	часа
906	44	3.376	понятно
907	3	3.312	adv
908	3	3.312	day
909	3	3.312	gen
910	3	3.312	plen
911	3	3.312	автобусов
912	3	3.312	автобусы
913	3	3.312	аж
914	3	3.312	амаретто
915	3	3.312	архитектурой
916	3	3.312	атмосфера
917	3	3.312	балетную
918	3	3.312	бар
919	3	3.312	беби
920	3	3.312	бедно
921	3	3.312	бежит
922	3	3.312	безумно
923	3	3.312	белорусском
924	3	3.312	беру
925	3	3.312	бесполезно
926	3	3.312	библиофил
927	3	3.312	благо
928	3	3.312	болезнь
929	3	3.312	буквами
930	3	3.312	бэ
931	3	3.312	вайновский
932	3	3.312	вами
933	3	3.312	вареньем
934	3	3.312	вдвоем
935	3	3.312	ведёт
936	3	3.312	везло
937	3	3.312	вернули
938	3	3.312	весна
939	3	3.312	вечер
940	3	3.312	взрослый
941	3	3.312	визы
942	3	3.312	викинги
943	3	3.312	вкусно
944	3	3.312	внизу
945	3	3.312	вода
946	3	3.312	возьму
947	3	3.312	войной
948	3	3.312	встретила
949	3	3.312	встретить
950	3	3.312	встречают
951	3	3.312	выполняешь
952	3	3.312	высокодинамичный
953	3	3.312	героя
954	3	3.312	геру
955	3	3.312	геша
956	3	3.312	гимназия
957	3	3.312	гитару
958	3	3.312	глухарь
959	3	3.312	гм
960	3	3.312	говард
961	3	3.312	горбачёва
